SMILES,absorption,emission,phosphorescence_peak,hl_gap,soqy,flqy,metal_complex,reference_DOI
F[B-]2(F)N1C(C)=CC(C)=C1C(C4=C(F)C(F)=C(F)C(F)=C4F)=C3[N+]2=C(C)C=C3C,512.0,523.0,,,0.02,0.98,False,10.1021/acsabm.9b01035
F[B-]2(F)N1C(C)=C(Br)C(C)=C1C(C4=C(F)C(F)=C(F)C(F)=C4F)=C3[N+]2=C(C)C(Br)=C3C,543.0,561.0,,,0.73,0.16,False,10.1021/acsabm.9b01035
IC3=C(C5=CC=CC=C5)C2=NC1=C(C6=CC=CC=C6)C(I)=C(C9=CC=C(OCC%10=CN(CCOC%11=CC=CC=C%11)N=N%10)C=C9)N1[B](F)(F)[N]2=C3C4=CC=C(OCC7=CN(CCOC8=CC=CC=C8)N=N7)C=C4,683.0,714.0,,,0.68,0.0021,False,10.1039/c4ra03631
IC3=C(C5=CC=CC=C5)C2=NC1=C(C6=CC=CC=C6)C(I)=C(C9=CC=C(OCC%10=CN(CCOC%11=CC=C(C%16=C%15[N]([B](F)(F)N%17C%16=C(C)C=C%17C)=C(C)C=C%15C)C=C%11)N=N%10)C=C9)N1[B](F)(F)[N]2=C3C4=CC=C(OCC7=CN(CCOC8=CC=C(C%13=C%12[N]([B](F)(F)N%14C%13=C(C)C=C%14C)=C(C)C=C%12C)C=C8)N=N7)C=C4,504.0,,,,0.69,0.0015,False,10.1039/c4ra03631
CC1=C(I)C(C)=[N]4C1=C(C3=C(C)C(I)=C(C)N3[B](F)4F)C2=CC=CC=C2,537.0,556.0,,,0.87,0.036,False,10.1039/c4ra03631
CC1=CC(C)=[N]4C1=C(C3=C(C)C=C(C)N3[B](F)4F)C2=CC=NC=C2,503.0,,,2.98,,,False,10.3390/catal10050535
CC1=CC(/C=C/C6=CC=C(OCCCCCCCCCCCC)C=C6)=[N]4C1=C(C3=C(C)C=C(/C=C/C5=CC=C(OCCCCCCCCCCCC)C=C5)N3[B](F)4F)C2=CC=NC=C2,650.0,,,2.140000000000001,,,False,10.3390/catal10050535
CC1=CC(/C=C/C9=CC(C(C=CC=C%12)=C%12N%10C%11=CC=C(OCCCCCCCCCCCC)C=C%11)=C%10C=C9)=[N]4C1=C(C3=C(C)C=C(/C=C/C5=CC(C(C=CC=C8)=C8N6C7=CC=C(OCCCCCCCCCCCC)C=C7)=C6C=C5)N3[B](F)4F)C2=CC=NC=C2,676.0,,,2.0799999999999996,,,False,10.3390/catal10050535
CC1=CC(/C=C/C9=CC=C%11C(SC%10=CC=CC=C%10N%11C%12=CC=C(OCCCCCCCCCCCC)C=C%12)=C9)=[N]4C1=C(C3=C(C)C=C(/C=C/C5=CC=C7C(SC6=CC=CC=C6N7C8=CC=C(OCCCCCCCCCCCC)C=C8)=C5)N3[B](F)4F)C2=CC=NC=C2,699.0,,,1.9799999999999995,,,False,10.3390/catal10050535
CC(C=C(/C=C/C6=CC=CC=C6)N4[B](F)5F)=C4C(C2=CC=C(C3=CC=C(C(C%11C%20=C%10)N(C)CC9%10=C(C%19=C%20%21)C8=C%12C%13=C(CC%14=CC%15=CC%16=CC%17=CC%11=C%18C%21=C%23C%19=C%12C%22=C%13C%14=C%15C(C%22=C%23%24)=C%16C%24=C%17%18)C=C8C9)C=C3)C=C2)=C1[N]5=C(/C=C/C7=CC=CC=C7)C=C1C,630.0,643.0,,,0.82,0.01,False,10.1002/chem.201302492
CC(C=C(C)N3[B](F)4F)=C3C(C2=CC=C(C%11=CC=C(C(C%15C%24=C%14)N(C)CC%13%14=C(C%23=C%24%25)C%12=C%16C%17=C(CC%18=CC%19=CC%20=CC%21=CC%15=C%22C%25=C%27C%23=C%16C%26=C%17C%18=C%19C(C%26=C%27%28)=C%20C%28=C%21%22)C=C%12C%13)C=C%11)C=C2)=C1[N]4=C(C)C(C5=CC=C(C7=C6C(C)=CC(/C=C/C%10=CC=CC=C%10)=[N]6[B](F)(F)N8C7=C(C)C=C8/C=C/C9=CC=CC=C9)C=C5)=C1C,629.0,640.0,,,0.92,0.04,False,10.1002/chem.201302492
CCC[CH2].CC1=C(C5=CC=C(C(C9C%18=C8)N(C)CC78=C(C%17=C%18%19)C6=C%10C%11=C(CC%12=CC%13=CC%14=CC%15=CC9=C%16C%19=C%21C%17=C%10C%20=C%11C%12=C%13C(C%20=C%21%22)=C%14C%22=C%15%16)C=C6C7)C=C5)C(C)=[N]4C1=C(C3=C(C)C=C(C)N3[B](F)4F)C2=CC=C(OC)C=C2,517.0,535.0,,,0.81,0.004,False,10.1002/chem.201302492
CC(C(C9=CC=C(C(C%13C%22=C%12)N(C)CC%11%12=C(C%21=C%22%23)C%10=C%14C%15=C(CC%16=CC%17=CC%18=CC%19=CC%13=C%20C%23=C%25C%21=C%14C%24=C%15C%16=C%17C(C%24=C%25%26)=C%18C%26=C%19%20)C=C%10C%11)C=C9)=C(C)N3[B](F)4F)=C3C(C2=CC=C(OC)C=C2)=C1[N]4=C(C)C(C5=CC=C(C7=C6C(C)=CC(C)=[N]6[B](F)(F)N8C7=C(C)C=C8C)C=C5)=C1C.CCC[CH2],504.0,558.0,,,0.87,0.004,False,10.1002/chem.201302492
CC(C(C%15=CC=C(C(C%19C%28=C%18)N(C)CC%17%18=C(C%27=C%28%29)C%16=C%20C%21=C(CC%22=CC%23=CC%24=CC%25=CC%19=C%26C%29=C%31C%27=C%20C%30=C%21C%22=C%23C(C%30=C%31%32)=C%24C%32=C%25%26)C=C%16C%17)C=C%15)=C(C)N3[B](F)4F)=C3C(C2=CC=C(OC)C=C2)=C1[N]4=C(C)C(C5=CC=C(C7=C6C(C)=CC(C)=[N]6[B](F)(F)N8C7=C(C)C(C9=CC=C(C(C%11=C(C)C=C(/C=C/C%13=CC=CC=C%13)N%11[B](F)%12F)=C%10[N]%12=C(/C=C/C%14=CC=CC=C%14)C=C%10C)C=C9)=C8C)C=C5)=C1C.CCC[CH2],350.0,641.0,,,0.88,0.14,False,10.1002/chem.201302492
CC(C(C%16=CC=C(C(C%20C%29=C%19)N(C)CC%18%19=C(C%28=C%29%30)C%17=C%21C%22=C(CC%23=CC%24=CC%25=CC%26=CC%20=C%27C%30=C%32C%28=C%21C%31=C%22C%23=C%24C(C%31=C%32%33)=C%25C%33=C%26%27)C=C%17C%18)C=C%16)=C(C)N3[B](F)4F)=C3C(C2=CC=C(OCCCC)C=C2)=C1[N]4=C(C)C(C5=CC=C(C7=C6C(C)=C(C#CC%15=CC=CC=C%15)C(C)=[N]6[B](F)(F)N8C7=C(C)C(C9=CC=C(C(C%11=C(C)C=C(/C=C/C%13=CC=CC=C%13)N%11[B](F)%12F)=C%10[N]%12=C(/C=C/C%14=CC=CC=C%14)C=C%10C)C=C9)=C8C)C=C5)=C1C,535.0,640.0,,,0.89,0.12,False,10.1002/chem.201302492
CC(C(I)=C(C)N3[B](F)4F)=C3C(C2=CC=CC=C2)=C1[N]4=C(C)C(I)=C1C,529.0,548.0,,,0.0079,0.027,False,10.1021/jo400769u
CC1=C(I)C(C)=[N]4C1=C(C3=C(C)C=C(C)N3[B](F)4F)C2=CC=CC=C2,511.0,535.0,,,0.0079,0.036,False,10.1021/jo400769u
CC(C(I)=C(C)N3[B](F)4F)=C3C(C2=CC=CC=C2)=C1[N]4=C(C)C(C#CC5=CC=CC=C5)=C1C,547.0,585.0,,,0.0086,0.146,False,10.1021/jo400769u
CC(C(I)=C(/C=C/C5=CC=CC=C5)N3[B](F)4F)=C3C(C2=CC=CC=C2)=C1[N]4=C(/C=C/C6=CC=CC=C6)C(I)=C1C,630.0,654.0,,,0.0069,0.051,False,10.1021/jo400769u
C1(/C(C3=CC=C(/C(C5=CC=CC=C5)=C4/C=CC6=N4)N3)=C2/N=C(/C(C8=CC=CC=C8)=C9/C=C\C(N9)=C6/C7=CC=CC=C7)C=C2)=CC=CC=C1,411.0,655.0,,,0.0062,0.1,False,10.1021/jo400769u
F[B]([N]2=C(C)C(C5=CC=C(C(N(C)CC%12%13%14=C%27C%25=C%15%16)C6%12%15=C%13C%11=C(C%36=C%37%38)C%14=C%28C(C%36=C%30C%38=C%31%32)=C%21C%29=C%20C%26=C%19C%18=C(C%25=C%26C%27=C%28%29)C%17=C%16C7=C6C%10=C9C8=C7C(C%17=C%18C%24=C%33C%19=C%20C%35=C%21C%30=C%34C%32=C%22C(C%33=C%34%35)=C%23%24)=C%23C8=C%22C%31=C9C%37=C%10%11)C=C5)=C(C)C2=C3C4=CC=CC=C4)(F)N1C3=C(C)C=C1C,517.0,535.0,,,0.81,0.004,False,10.1039/c3cc41494a
F[B]([N]3=C(/C=C/C6=CC=CC=C6)C=C(C)C3=C4C5=CC=C(C7=CC=C(C%18N(C)CC%17(C%18)%26=C%14C8=C%13C%11=C%10C9=C8C%16=C%21C9=C%23C%19=C%10C(C%33=C%35C%19=C%24C%36=C%38C%22=C%31C%20=C%21C%22=C%23%24)=C%11C%12=C(C%33=C%34C%35=C%36C%37=C%38%39)C%28=C%15C%12=C%13C%14=C(C%25=C%26%27)C%15=C(C%29=C%28C%34=C%37C%29=C%30C%39=C%31%32)C%25=C%30C%32=C%27C%20=C%16%17)C=C7)C=C5)(F)N1C4=C(C)C=C1/C=C/C2=CC=CC=C2,630.0,643.0,,,0.82,0.01,False,10.1039/c3cc41494a
CC1=C(I)C(C)=C3N1[B](F)(F)[N]2=C(C)C(I)=C(C)C2=C3C4=CC=CC=C4,529.0,548.0,,,0.79,0.029,False,10.1039/c3ra43299h
IC1=C(/C=C/C5=CC=CC=C5)N([B](F)(F)[N]2=C(/C=C/C6=CC=CC=C6)C(I)=C(C)C2=C3C4=CC=CC=C4)C3=C1C,630.0,654.0,,,0.69,0.054,False,10.1039/c3ra43299h
CC(C=C3C)=C2N3[B](F)(F)[N]1=C(C)C=C(C)C1=C2,504.0,509.0,,,0.02,0.63,False,10.1039/c3ra40932e
CC1=C(I)C(C)=C3N1[B](F)(F)[N]2=C(C)C(I)=C(C)C2=C3,539.0,562.0,,,0.81,0.01,False,10.1039/c3ra40932e
CC1=CC(C)=C3N1[B](F)(F)[N]2=C(C)C=C(C)C2=C3C,492.0,504.0,,,0.01,0.95,False,10.1039/c3ra40932e
CC1=C(I)C(C)=C3N1[B](F)(F)[N]2=C(C)C(I)=C(C)C2=C3C,522.0,552.0,,,0.64,0.01,False,10.1039/c3ra40932e
CC1=CC(C)=C3N1[B](F)(F)[N]2=C(C)C=C(C)C2=C3C4=CC=CC=C4,498.0,509.0,,,0.01,0.65,False,10.1039/c3ra40932e
CC1=CC(C)=C3N1[B](F)(F)[N]2=C(C)C=C(C)C2=C3C4=CC=C(I)C=C4,499.0,511.0,,,0.01,0.49,False,10.1039/c3ra40932e
CC3=C(C)C2=C(C4=CC=CC=C4)C1=C(C)C(I)=C(C)N1[B](F)(F)[N]2=C3C.[I],529.0,556.0,,,0.83,0.02,False,10.1039/c3ra40932e
"CC3=[N]2C(C(C)=C3)=C(C4=CC=CC=C4)C1=C(C)C(C#CC5=CC=C(O)C(C6=NC(C=CC=C7)=C7[F,Cl,Br,I]6)=C5)=C(C)[N-]1[B+](F)2F",535.0,584.0,,2.6700000000000004,,,False,10.1021/jo300943t
IC3=C(C)C2=C(C5=CC=C(OCC6=CN(CCOC8=CC=C(C9C(C=C%11)C(OC%10=C9C=CC(N(CC)CC)=C%10)=C/C%11=[N+](CC)\CC)C=C8)N=N6)C=C5)C1=C(C)C(I)=C(/C=C/C7=CC=CC=C7)N1[B](F)(F)[N]2=C3/C=C/C4=CC=CC=C4,557.0,660.0,,,0.738,0.09,False,10.1039/c3tc32456g
IC3=C(C)C2=C(C5=CC=C(OCC6=CN(CCOC7=CC=C(C8C(C=C%10)C(OC9=C8C=CC(N(CC)CC)=C9)=C/C%10=[N+](CC)\CC)C=C7)N=N6)C=C5)C1=C(C)C(I)=C(C)N1[B](F)(F)[N]2=C3/C=C/C4=CC=C(N(C)C)C=C4,557.0,739.0,,,0.396,0.042,False,10.1039/c3tc32456g
IC3=C(C)C2=C(C5=CC=CC=C5)C1=C(C)C(I)=C(/C=C/C6=CC=CC=C6)N1[B](F)(F)[N]2=C3/C=C/C4=CC=CC=C4,637.0,660.0,,,0.101,0.624,False,10.1039/c3tc32456g
IC3=C(C)C2=C(C5=CC=C(OCC#C)C=C5)C1=C(C)C(I)=C(C)N1[B](F)(F)[N]2=C3/C=C/C4=CC=C(N(C)C)C=C4,639.0,738.0,,,0.585,0.034,False,10.1039/c3tc32456g
F[B]2(F)[N]1=C(C=CC5=CC=C(OCC#C)C=C5)C=C(C)C1=C(C4=CC=C([N+]([O-])=O)C=C4)C3=C(C)C(C7=[C@@]6[C@](C)=C[C@](C)=[N]6[B](F)(F)N8C7=C(C=C8C)C)=C(C)N23,589.0,,,,0.08,0.22,False, 10.1002/chem.201605822
[H]C3=C([H])C2=C(C4=CC=C(C)C=C4)C1=C([H])C([H])=C([H])N1[B](F)(F)[N]2=C3[H],550.0,,,,0.0,0.04,False,10.1111/php.13232
CC3=C([H])N2[B](F)(F)[N]1=C([H])C(Br)=C([H])C1=C(C4=CC=C(C)C=C4)C2=C3[H].[Br],531.0,,,,0.57,0.33,False,10.1111/php.13232
CC3=C(Br)N2[B](F)(F)[N]1=C(Br)C([H])=C([H])C1=C(C4=CC=C(C)C=C4)C2=C3[H].[H],515.0,,,,0.26,,False,10.1111/php.13232
CC3=C(Br)N2[B](F)(F)[N]1=C(Br)C(Br)=C([H])C1=C(C4=CC=C(C)C=C4)C2=C3[H].[Br],546.0,,,,0.58,,False,10.1111/php.13232
CC3=C(Br)N2[B](F)(F)[N]1=C(Br)C(Br)=C(Br)C1=C(C4=CC=C(C)C=C4)C2=C3Br.[Br],544.0,,,,0.47,,False,10.1111/php.13232
CC3=C(I)N2[B](F)(F)[N]1=C(I)C(I)=C([H])C1=C(C4=CC=C(C)C=C4)C2=C3[H].[I],548.0,,,,0.83,0.01,False,10.1111/php.13232
CC3=C([H])N2[B](F)(F)[N]1=C([H])C(I)=C([H])C1=C(C4=CC=C(C)C=C4)C2=C3[H].[I],573.0,,,,0.86,0.06,False,10.1111/php.13232
CC3=C(C)N2[B](F)(F)C1=C(Br)C(Br)=C([H])C1=CC2=C3C.C[CH2],488.0,,,,0.9,0.0,False,10.1111/php.13232
CC3=C(C)N2[B](F)(F)C1=C([H])C(I)=C(I)C1=CC2=C3C.C[CH2],503.0,,,,0.99,,False,10.1111/php.13232
CC3=C(C)N2[B](F)(F)C1=C(I)C(I)=C([H])C1=CC2=C3C.C[CH2],521.0,,,,0.6,,False,10.1111/php.13232
CC3=C(C)N2[B](F)(F)C1=C(I)C(I)=C(I)C1=CC2=C3C.C[CH2],525.0,,,,0.6,,False,10.1111/php.13232
CC3=C(C)N2[B](F)(F)[N]1=C(C)C(I)=CC1=C(NC)C2=C3.[I],426.0,,,,0.78,0.02,False,10.1111/php.13232
[NH-propynyl]C2=C1[N]([B](F)(F)N3C2=CC(C)=C3C)=C(C)C(I)=C1.[I],440.0,,,,0.96,0.05,False,10.1111/php.13232
CC3=C(C)N2[B](F)(F)[N]1=C(C)C(Br)=CC1=C(SC)C2=C3.[Br],527.0,,,,0.61,0.33,False,10.1111/php.13232
CC3=C(C)N2[B](F)(F)[N]1=C(C)C(I)=CC1=C(SC)C2=C3.[I],533.0,,,,0.85,0.04,False,10.1111/php.13232
CC3=C(C)N2[B](F)(F)[N]1=C(C)C(I)=CC1=C(C#CC#CC#C)C2=C3.[H-]C(O)=O.[HH].[I],550.0,,,,0.66,0.03,False,10.1111/php.13232
CC1=CC(C)=[N]3C1=C(C)C2=C(C)C(C(C(N6C(C)=C5)=C5C)=[C@]4[N]([B](F)6F)=[C@@](C)C=[C@]4C)=C(C)N2[B](F)3F,505.0,,,,0.75,0.22,False,10.1111/php.13232
CC1=CC(C)=[N]3C1=C([4-nitrophenyl])C2=C(C)C(C(C(N6C(C)=C5)=C5C)=[C@]4[N]([B](F)6F)=[C@@](C)C=[C@]4C)=C(C)N2[B](F)3F,513.0,,,,0.43,0.01,False,10.1111/php.13232
CC1=CC(C)=[N]3C1=C([4-aimnophenyl])C2=C(C)C(C(C(N6C(C)=C5)=C5C)=[C@]4[N]([B](F)6F)=[C@@](C)C=[C@]4C)=C(C)N2[B](F)3F,510.0,,,,0.85,0.05,False,10.1111/php.13232
CC1=C([2-thienyl])C(C)=[N]3C1=C(C)C2=C(C)C(C(C5=C(C)C([2-thienyl])=C(C)N5[B](F)6F)=[C@]4[N]6=[C@@](C)[C@@]([2-thienyl])=[C@]4C)=C(C)N2[B](F)3F,525.0,,,,0.12,0.17,False,10.1111/php.13232
IC(C=C5)=CC=C5C2=C1[N]([B](F)(F)N3C2=C(C)C(C(C7=C8C)=[C@]([C@](C)=C9)[N]([B](F)(F)N7C(C)=C8)=[C@]9C)=C3/C=C/C4=CC=C(OC)C=C4)=C(/C=C/C6=CC=C(OC)C=C6)C=C1C,658.0,,,,0.11,0.56,False,10.1111/php.13232
C[N+](C=C%11)=CC=C%11/C(C5=N/C(C=C5)=C2C4=C%10C(C=CC=C%10)=CC3=CC=CC=C34)=C(C=C7)/N/C7=C(C9=CC=[N+](C)C=C9)\C(C=C6)=N/C6=C(C8=CC=[N+](C)C=C8)\C1=CC=C\2N1,426.0,650.0,,,0.22,,False,10.1021/jp4072444
Cl[Ru]([N]%13=C%18C=C(C)C=C%13)([N]%14=C%16C=C(C)C=C%14)([N]%15=CC=C(C)C=C%15%16)([N]%17=CC=C(C)C=C%17%18)[N](C=C%12)=CC=C%12C3=C1C=CC7=[N]1[M]([N]4=C%10C=CC4=C5C6=CC=[N]([Ru]%27([N]%26=CC=C(C)C=C%26C%28=[N]%27C=CC(C)=C%28)([N]%30=C%29C=C(C)C=C%30)(Cl)[N]%25=C%29C=C(C)C=C%25)C=C6)(N9C(C=CC9=C%10C%11=CC=[N]([Ru]%21([N]%20=CC=C(C)C=C%20C%22=[N]%21C=CC(C)=C%22)([N]%24=C%23C=C(C)C=C%24)(Cl)[N]%19=C%23C=C(C)C=C%19)C=C%11)=C7C8=CC=C(C(O)=O)C=C8)N2C5=CC=C23,420.0,,,0.63,,,False,10.1039/c2cc31173a
CC(C)(C)C(C=C%11)=CC=C%11C1=CC(/C(C3=CC=C(/C(C8=CC=NC=C8)=C4/C=CC5=N4)N3)=C2/N=C(\C(C9=CC=NC=C9)=C(C=C7)/N/C7=C5/C6=CC(C%10=CC=C(C(C)(C)C)C=C%10)=CC(OCCOCCOCC)=C6)C=C2)=CC(OCCOCCOCC)=C1,418.0,,,,0.91,,False,10.1039/c7ra02699d
[H][c](C(C=C9)=CC=C9/C(C2=CC=C(/C(C7=CC=C(C([H])=O)C=C7)=C3/C=CC4=N3)N2)=C1/N=C(\C(C8=CC=C(C([H])=O)C=C8)=C(C=C6)/N/C6=C4/C5=CC=C(C(NC)=O)C=C5)C=C1)=O.[*][C@@H]%10O[C@@H](CO)[C@@H](O[C@@H]%11OC(CO)[C@@H](O[*])[C@H](O)[C@H]%11NC(C)=O)C(O)C%10,526.0,,,,0.09,,False,10.1021/acs.biomac.8b00605
[H]N1C3=CC=C1C(c9ccncc9)C2C=CC(/C(c8ccc(OCCCCCCCCCCCCCCCC)cc8)=C6/C=C/C(N6[H])=C(c7ccncc7)/C5=NC(C=C5)C3c4ccncc4)=N2,515.0,652.0,,,0.82,,False,10.1016/j.jphotobiol.2005.12.011
[H]N1C3=CC=C1C(c9ccc(OCCCCCCCCCCCCCCCC)cc9)C2C=CC(/C(c8ccc(C)cc8)=C6/C=C/C(N6[H])=C(c7ccc(C)cc7)/C5=NC(C=C5)C3c4ccc(C)cc4)=N2,526.0,655.0,,,0.66,,False,10.1016/j.jphotobiol.2005.12.011
FC1=C(SCCO)C(F)=C(F)C(/C3=C2/N=C(\C(C9=C(F)C(F)=C(F)C(F)=C9F)=C(C=C5)/N/C5=C(C7=C(F)C(F)=C(F)C(F)=C7F)\C(C=C6)[N]/C6=C(C8=C(F)C(F)=C(F)C(F)=C8F)\C4=CC=C3N4)C=C2)=C1F,412.0,637.0,,,0.66,,False,10.1016/j.jphotobiol.2016.07.006
FC1=C(SCCO)C(F)=C(F)C(/C3=C2/N=C(\C(C9=C(F)C(F)=C(F)C(F)=C9F)=C(C=C5)/N/C5=C(C7=C(F)C(F)=C(F)C(F)=C7F)\C(C=C6)[N]/C6=C(C8=C(F)C(F)=C(SCCO)C(F)=C8F)\C4=CC=C3N4)C=C2)=C1F,413.5,638.0,,,0.64,,False,10.1016/j.jphotobiol.2016.07.006
FC1=C(SCCO)C(F)=C(F)C(/C3=C2/N=C(\C(C9=C(F)C(F)=C(F)C(F)=C9F)=C(C=C5)/N/C5=C(C7=C(F)C(F)=C(SCCO)C(F)=C7F)\C(C=C6)[N]/C6=C(C8=C(F)C(F)=C(F)C(F)=C8F)\C4=CC=C3N4)C=C2)=C1F,413.0,638.0,,,0.68,,False,10.1016/j.jphotobiol.2016.07.006
FC1=C(SCCO)C(F)=C(F)C(/C3=C2/N=C(\C(C9=C(F)C(F)=C(F)C(F)=C9F)=C(C=C5)/N/C5=C(C7=C(F)C(F)=C(SCCO)C(F)=C7F)\C(C=C6)[N]/C6=C(C8=C(F)C(F)=C(SCCO)C(F)=C8F)\C4=CC=C3N4)C=C2)=C1F,414.5,639.0,,,0.65,,False,10.1016/j.jphotobiol.2016.07.006
FC1=C(SCCO)C(F)=C(F)C(/C3=C2/N=C(\C(C9=C(F)C(F)=C(SCCO)C(F)=C9F)=C(C=C5)/N/C5=C(C7=C(F)C(F)=C(SCCO)C(F)=C7F)\C(C=C6)[N]/C6=C(C8=C(F)C(F)=C(SCCO)C(F)=C8F)\C4=CC=C3N4)C=C2)=C1F,415.5,640.0,,,0.55,,False,10.1016/j.jphotobiol.2016.07.006
C2(\C(CCCCCN8CCOCC8)=C(C=C6)/N/C6=C4CCCCCN5CCOCC5)=N/C(C=C2)=C(CCCCCN7CCOCC7)\C1=CC=C(/C(CCCCCN9CCCCC9)=C3/C=CC\4=N3)N1,421.0,,,,0.56,,False,10.1007/s13277-015-4576-7
[H]C(C=C%12)=CC=C%12C5=C1C=CC2=[N]1[2H](N4C8=CC=C45)7N6C(C=CC6=C(C#CC%11=CC=C(N(C%14=CC=C(/C=C/CC%15=CC=NC=C%15)C=C%14)C%13=CC=C(/C=C/CC%16=CC=NC=C%16)C=C%13)C=C%11)C%10=[N]7C(C=C%10)=C8C9=CC=C([H])C=C9)=C2C3=CC=C([H])C=C3,435.0,,,,0.64,,False,10.1021/jo402658h
O=C(CCCCCOC(CCSC(SC(CCC%10=CC=CC=C%10)C(NC(C)C)=O)=S)=O)OCCOC(C=C9)=CC=C9\C(C(C=C5)=N/C5=C3C4=CC=C(OCCOC(CCCCCOC(CCSC(SC(CCC%11=CC=CC=C%11)C(NC(C)C)=O)=S)=O)=O)C=C4)=C(N6)/C=C/C6=C(C7=CC=C(OCCOC(CCCCCOC(CCSC(SC(CCC%12=CC=CC=C%12)C(NC(C)C)=O)=S)=O)=O)C=C7)/C2=N/C(C=C2)=C(C8=CC=C(OCCOC(CCCCCOC(CCSC(SC(CCC%13=CC=CC=C%13)C(NC(C)C)=O)=S)=O)=O)C=C8)\C1=CC=C\3N1,456.0,,,,0.117,,False,10.1007/s10965-014-0412-9
C[N+](C=C8)=CC=C8\C(C(C=C5)=N/C5=C3C4=CC=[N+](C)C=C4)=C(N6)/C=C/C6=C(C9=CC=C(Cl)C=C9)/C2=N/C(C=C2)=C(C7=CC=[N+](C)C=C7)\C1=CC=C\3N1.[I-].[I-].[I-],425.0,,,,0.74,,False,10.1002/aoc.6598
C[N+](C=C8)=CC=C8\C(C(C=C5)=N/C5=C3C4=CC=[N+](C)C=C4)=C(N6)/C=C/C6=C(C9=CC=C(Br)C=C9)/C2=N/C(C=C2)=C(C7=CC=[N+](C)C=C7)\C1=CC=C\3N1.[I-].[I-].[I-],425.0,,,,0.93,,False,10.1002/aoc.6598
OCCOCCOOC1=CC(/C(C6=N/C(C=C6)=C4C5=CC=C(C%11=[S]C(C(C=C%21)=CC=C%21/C(C%13=CC=C%14N%13[Zn]N/%17/C(C=CC%17=C%18C%19=CC(OOCCOCCO)=CC(OOCCOCCO)=C%19)=C(C%20=CC(OOCCCCCO)=CC(OOCCOCCO)=C%20)\C(C=C%16)=N/C%16=C%14/C%15=CC(OOCCOCCO)=CC(OOCCOCCO)=C%15)=C%12/N=C\%18C=C%12)C=C%11)C=C5)=C(C=C8)/N3/C8=C(C9=CC(OOCCCCCO)=CC(OOCCOCCO)=C9)\C(C=C7)=N/C7=C(C%10=CC(OOCCOCCO)=CC(OOCCOCCO)=C%10)\C2=CC=C\4N2[Zn]3)=CC(OOCCOCCO)=C1,430.0,610.0,,,0.8,15.4,False,10.1039/c5ob01435b
[*]C1=CC=C(C2=CC=C(C(C=C%12)=CC=C%12/C(C4=CC=C5N4[Zn]N/8/C(C=CC8=C9C%10=CC(OCCOCCO)=CC(OCCOCCO)=C%10)=C(C%11=CC=C([*])C=C%11)\C(C=C7)=N/C7=C5/C6=CC(OCCOCCO)=CC(OCCOCCO)=C6)=C3/N=C\9C=C3)S2)S1,440.0,610.0,,,0.88,,False,10.1039/c5ob01435b
FC1=C(S[C@@H]%13O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%13O)C(F)=C(F)C(C4=C2C=CC8=[N@@]2[2H]([N@@]5=C%11C=CC5=C6C7=C(F)C(F)=C(S[C@@H]%14O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%14O)C(F)=C7F)(N%10C(C=CC%10=C%11C%12=C(F)C(F)=C(S[C@@H]%15O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%15O)C(F)=C%12F)=C8C9=C(F)C(F)=C(S[C@@H]%16O[C@H](CO)[C@@H](O)C(O)[C@H]%16O)C(F)=C9F)N3C6=CC=C34)=C1F,415.0,640.0,,,0.063,,False,10.1021/bc800522y
NC(C=C9)=CC=C9\C2=C1N=C(\C(C7=CC=C([H])C=C7)=C(C=C4)/N/C4=C(C8=CC=C([H])C=C8)\C(C=C5)=N/C5=C(C6=CC=C([H])C=C6)\C3=CC=C2N3)C=C/1,418.0,664.0,,,0.22,0.05,False,10.1021/jo900832y
NC(C=C9)=CC=C9\C2=C1N=C(\C(C7=CC=C([H])C=C7)=C(C=C4)/N/C4=C(C8=CC=C([H])C=C8)\C(C=C5)=N/C5=C(C6=CC=C(N)C=C6)\C3=CC=C2N3)C=C/1,424.0,674.0,,,0.37,0.13,False,10.1021/jo900832y
NC(C=C9)=CC=C9\C2=C1N=C(\C(C7=CC=C([H])C=C7)=C(C=C4)/N/C4=C(C8=CC=C(N)C=C8)\C(C=C5)=N/C5=C(C6=CC=C([H])C=C6)\C3=CC=C2N3)C=C/1,424.0,674.0,,,0.42,0.14,False,10.1021/jo900832y
NC(C=C9)=CC=C9\C2=C1N=C(\C(C7=CC=C([H])C=C7)=C(C=C4)/N/C4=C(C8=CC=C(N)C=C8)\C(C=C5)=N/C5=C(C6=CC=C(N)C=C6)\C3=CC=C2N3)C=C/1,432.0,682.0,,,0.47,0.24,False,10.1021/jo900832y
NC(C=C9)=CC=C9\C2=C1N=C(\C(C7=CC=C(N)C=C7)=C(C=C4)/N/C4=C(C8=CC=C(N)C=C8)\C(C=C5)=N/C5=C(C6=CC=C(N)C=C6)\C3=CC=C2N3)C=C/1,434.0,693.0,,,0.53,0.24,False,10.1021/jo900832y
